25,15,375,265,32,88,-1,-1,-1,-1
25,19,388,253,42,81,-1,-1,-1,-1
26,9,422,177,31,75,-1,-1,-1,-1
26,15,376,266,32,88,-1,-1,-1,-1
26,19,386,255,42,81,-1,-1,-1,-1
27,9,422,177,31,75,-1,-1,-1,-1
27,15,376,265,32,88,-1,-1,-1,-1
27,19,385,258,42,81,-1,-1,-1,-1
28,9,420,177,31,75,-1,-1,-1,-1
28,15,376,265,32,88,-1,-1,-1,-1
28,19,384,256,42,81,-1,-1,-1,-1
29,9,421,177,31,75,-1,-1,-1,-1
29,15,377,266,32,88,-1,-1,-1,-1
29,19,380,257,42,81,-1,-1,-1,-1
30,9,422,177,31,75,-1,-1,-1,-1
30,15,376,266,32,88,-1,-1,-1,-1
30,19,373,234,42,81,-1,-1,-1,-1
31,9,422,177,31,75,-1,-1,-1,-1
31,15,374,265,32,88,-1,-1,-1,-1
31,19,354,219,42,81,-1,-1,-1,-1
32,9,422,177,31,75,-1,-1,-1,-1
32,15,377,265,32,88,-1,-1,-1,-1
32,19,355,214,42,81,-1,-1,-1,-1
33,9,422,179,31,75,-1,-1,-1,-1
33,15,375,265,32,88,-1,-1,-1,-1
33,19,357,217,42,81,-1,-1,-1,-1
34,9,422,177,31,75,-1,-1,-1,-1
34,15,375,265,32,88,-1,-1,-1,-1
34,19,358,217,42,81,-1,-1,-1,-1
35,9,420,177,31,75,-1,-1,-1,-1
35,15,375,265,32,88,-1,-1,-1,-1
35,19,363,216,42,81,-1,-1,-1,-1
36,9,422,178,31,75,-1,-1,-1,-1
36,15,375,265,32,88,-1,-1,-1,-1
36,19,365,217,42,81,-1,-1,-1,-1
37,9,422,179,31,75,-1,-1,-1,-1
37,15,375,265,32,88,-1,-1,-1,-1
37,19,366,217,42,81,-1,-1,-1,-1
38,9,421,180,31,75,-1,-1,-1,-1
38,15,377,266,32,88,-1,-1,-1,-1
38,19,371,208,42,81,-1,-1,-1,-1
39,9,422,180,31,75,-1,-1,-1,-1
39,15,374,264,32,88,-1,-1,-1,-1
39,19,371,213,42,81,-1,-1,-1,-1
40,9,421,180,31,75,-1,-1,-1,-1
40,15,374,265,32,88,-1,-1,-1,-1
40,19,370,212,42,81,-1,-1,-1,-1
41,9,421,177,31,75,-1,-1,-1,-1
41,15,375,265,32,88,-1,-1,-1,-1
41,19,371,212,42,81,-1,-1,-1,-1
42,9,422,178,31,75,-1,-1,-1,-1
42,15,373,264,32,88,-1,-1,-1,-1
42,19,372,212,42,81,-1,-1,-1,-1
43,9,420,178,31,75,-1,-1,-1,-1
43,15,374,265,32,88,-1,-1,-1,-1
43,19,375,212,42,81,-1,-1,-1,-1
44,9,421,181,31,75,-1,-1,-1,-1
44,15,375,265,32,88,-1,-1,-1,-1
44,19,387,213,42,81,-1,-1,-1,-1
45,9,421,180,31,75,-1,-1,-1,-1
45,15,375,265,32,88,-1,-1,-1,-1
45,19,387,212,42,81,-1,-1,-1,-1
46,9,420,180,31,75,-1,-1,-1,-1
46,15,373,265,32,88,-1,-1,-1,-1
46,19,387,211,42,81,-1,-1,-1,-1
47,9,422,181,31,75,-1,-1,-1,-1
47,15,374,264,32,88,-1,-1,-1,-1
47,19,387,211,42,81,-1,-1,-1,-1
48,9,421,180,31,75,-1,-1,-1,-1
48,15,376,265,32,88,-1,-1,-1,-1
48,19,387,210,42,81,-1,-1,-1,-1
49,9,419,181,31,75,-1,-1,-1,-1
49,15,373,265,32,88,-1,-1,-1,-1
49,19,387,211,42,81,-1,-1,-1,-1
50,9,420,181,31,75,-1,-1,-1,-1
50,15,374,264,32,88,-1,-1,-1,-1
50,19,387,211,42,81,-1,-1,-1,-1
51,9,422,181,31,75,-1,-1,-1,-1
51,15,375,265,32,88,-1,-1,-1,-1
51,19,387,211,42,81,-1,-1,-1,-1
52,9,419,181,31,75,-1,-1,-1,-1
52,15,375,265,32,88,-1,-1,-1,-1
52,19,386,212,42,81,-1,-1,-1,-1
53,9,420,181,31,75,-1,-1,-1,-1
53,15,374,265,32,88,-1,-1,-1,-1
53,19,386,210,42,81,-1,-1,-1,-1
54,9,421,181,31,75,-1,-1,-1,-1
54,15,373,264,32,88,-1,-1,-1,-1
54,19,380,212,42,81,-1,-1,-1,-1
55,9,421,181,31,75,-1,-1,-1,-1
55,15,375,265,32,88,-1,-1,-1,-1
55,19,386,210,42,81,-1,-1,-1,-1
56,9,422,181,31,75,-1,-1,-1,-1
56,15,374,264,32,88,-1,-1,-1,-1
56,19,386,208,42,81,-1,-1,-1,-1
57,9,420,181,31,75,-1,-1,-1,-1
57,15,374,264,32,88,-1,-1,-1,-1
57,19,387,210,42,81,-1,-1,-1,-1
58,9,420,181,31,75,-1,-1,-1,-1
58,15,374,264,32,88,-1,-1,-1,-1
58,19,387,211,42,81,-1,-1,-1,-1
59,9,419,181,31,75,-1,-1,-1,-1
59,15,374,264,32,88,-1,-1,-1,-1
59,19,386,211,42,81,-1,-1,-1,-1
60,9,419,181,31,75,-1,-1,-1,-1
60,15,374,264,32,88,-1,-1,-1,-1
60,19,386,211,42,81,-1,-1,-1,-1
61,9,419,181,31,75,-1,-1,-1,-1
61,15,374,264,32,88,-1,-1,-1,-1
61,19,386,212,42,81,-1,-1,-1,-1
62,9,420,181,31,75,-1,-1,-1,-1
62,15,374,265,32,88,-1,-1,-1,-1
62,19,386,209,42,81,-1,-1,-1,-1
63,9,420,181,31,75,-1,-1,-1,-1
63,15,373,264,32,88,-1,-1,-1,-1
63,19,386,211,42,81,-1,-1,-1,-1
64,9,420,181,31,75,-1,-1,-1,-1
64,15,373,265,32,88,-1,-1,-1,-1
64,19,387,211,42,81,-1,-1,-1,-1
65,9,420,181,31,75,-1,-1,-1,-1
65,15,373,264,32,88,-1,-1,-1,-1
65,19,387,210,42,81,-1,-1,-1,-1
66,9,420,181,31,75,-1,-1,-1,-1
66,15,374,265,32,88,-1,-1,-1,-1
66,19,388,211,42,81,-1,-1,-1,-1
67,9,419,181,31,75,-1,-1,-1,-1
67,15,373,264,32,88,-1,-1,-1,-1
67,19,388,209,42,81,-1,-1,-1,-1
68,9,420,181,31,75,-1,-1,-1,-1
68,15,374,265,32,88,-1,-1,-1,-1
68,19,390,209,42,81,-1,-1,-1,-1
69,9,421,181,31,75,-1,-1,-1,-1
69,15,372,264,32,88,-1,-1,-1,-1
69,19,390,211,42,81,-1,-1,-1,-1
70,9,421,181,31,75,-1,-1,-1,-1
70,15,373,264,32,88,-1,-1,-1,-1
70,19,390,209,42,81,-1,-1,-1,-1
71,9,421,181,31,75,-1,-1,-1,-1
71,15,372,264,32,88,-1,-1,-1,-1
71,19,390,209,42,81,-1,-1,-1,-1
72,9,421,181,31,75,-1,-1,-1,-1
72,15,373,264,32,88,-1,-1,-1,-1
72,19,390,209,42,81,-1,-1,-1,-1
73,9,420,181,31,75,-1,-1,-1,-1
73,15,372,264,32,88,-1,-1,-1,-1
73,19,390,208,42,81,-1,-1,-1,-1
74,9,421,181,31,75,-1,-1,-1,-1
74,15,373,264,32,88,-1,-1,-1,-1
74,19,390,209,42,81,-1,-1,-1,-1
75,9,419,181,31,75,-1,-1,-1,-1
75,15,373,264,32,88,-1,-1,-1,-1
75,19,390,209,42,81,-1,-1,-1,-1
76,9,419,181,31,75,-1,-1,-1,-1
76,15,375,264,32,88,-1,-1,-1,-1
76,19,390,208,42,81,-1,-1,-1,-1
77,9,419,181,31,75,-1,-1,-1,-1
77,15,373,264,32,88,-1,-1,-1,-1
77,19,390,208,42,81,-1,-1,-1,-1
78,9,419,181,31,75,-1,-1,-1,-1
78,15,373,264,32,88,-1,-1,-1,-1
78,19,390,208,42,81,-1,-1,-1,-1
79,9,419,181,31,75,-1,-1,-1,-1
79,15,373,264,32,88,-1,-1,-1,-1
79,19,390,207,42,81,-1,-1,-1,-1
80,9,419,181,31,75,-1,-1,-1,-1
80,15,374,264,32,88,-1,-1,-1,-1
80,19,390,205,42,81,-1,-1,-1,-1
81,9,418,181,31,75,-1,-1,-1,-1
81,15,373,264,32,88,-1,-1,-1,-1
81,19,390,205,42,81,-1,-1,-1,-1
82,9,419,181,31,75,-1,-1,-1,-1
82,15,373,264,32,88,-1,-1,-1,-1
82,19,390,205,42,81,-1,-1,-1,-1
83,9,418,181,31,75,-1,-1,-1,-1
83,15,373,264,32,88,-1,-1,-1,-1
83,19,390,205,42,81,-1,-1,-1,-1
84,9,417,181,31,75,-1,-1,-1,-1
84,15,373,264,32,88,-1,-1,-1,-1
84,19,390,205,42,81,-1,-1,-1,-1
85,9,417,181,31,75,-1,-1,-1,-1
85,15,373,264,32,88,-1,-1,-1,-1
85,19,390,205,42,81,-1,-1,-1,-1
86,9,419,181,31,75,-1,-1,-1,-1
86,15,373,264,32,88,-1,-1,-1,-1
86,19,390,205,42,81,-1,-1,-1,-1
87,9,417,181,31,75,-1,-1,-1,-1
87,15,374,265,32,88,-1,-1,-1,-1
87,19,390,205,42,81,-1,-1,-1,-1
88,9,417,181,31,75,-1,-1,-1,-1
88,15,374,264,32,88,-1,-1,-1,-1
88,19,391,205,42,81,-1,-1,-1,-1
89,9,416,181,31,75,-1,-1,-1,-1
89,15,374,264,32,88,-1,-1,-1,-1
89,19,390,205,42,81,-1,-1,-1,-1
90,9,418,181,31,75,-1,-1,-1,-1
90,15,373,264,32,88,-1,-1,-1,-1
90,19,390,205,42,81,-1,-1,-1,-1
91,9,417,181,31,75,-1,-1,-1,-1
91,15,373,264,32,88,-1,-1,-1,-1
91,19,390,205,42,81,-1,-1,-1,-1
92,9,418,181,31,75,-1,-1,-1,-1
92,15,373,264,32,88,-1,-1,-1,-1
92,19,390,205,42,81,-1,-1,-1,-1
93,9,416,181,31,75,-1,-1,-1,-1
93,15,373,264,32,88,-1,-1,-1,-1
93,19,392,205,42,81,-1,-1,-1,-1
94,9,416,181,31,75,-1,-1,-1,-1
94,15,372,264,32,88,-1,-1,-1,-1
94,19,390,205,42,81,-1,-1,-1,-1
95,9,416,181,31,75,-1,-1,-1,-1
95,15,374,263,32,88,-1,-1,-1,-1
95,19,393,205,42,81,-1,-1,-1,-1
96,9,417,181,31,75,-1,-1,-1,-1
96,15,374,263,32,88,-1,-1,-1,-1
96,19,399,205,42,81,-1,-1,-1,-1
97,9,417,181,31,75,-1,-1,-1,-1
97,15,373,264,32,88,-1,-1,-1,-1
97,19,393,206,42,81,-1,-1,-1,-1
98,9,419,181,31,75,-1,-1,-1,-1
98,15,374,264,32,88,-1,-1,-1,-1
98,19,399,205,42,81,-1,-1,-1,-1
99,9,419,181,31,75,-1,-1,-1,-1
99,15,373,263,32,88,-1,-1,-1,-1
99,19,400,208,42,81,-1,-1,-1,-1
100,9,418,181,31,75,-1,-1,-1,-1
100,15,374,264,32,88,-1,-1,-1,-1
100,19,409,205,42,81,-1,-1,-1,-1
101,9,417,181,31,75,-1,-1,-1,-1
101,15,382,265,32,88,-1,-1,-1,-1
101,19,409,205,42,81,-1,-1,-1,-1
102,9,418,181,31,75,-1,-1,-1,-1
102,15,382,264,32,88,-1,-1,-1,-1
102,19,409,200,42,81,-1,-1,-1,-1
103,9,415,180,31,75,-1,-1,-1,-1
103,15,382,264,32,88,-1,-1,-1,-1
103,19,409,201,42,81,-1,-1,-1,-1
104,9,419,181,31,75,-1,-1,-1,-1
104,15,390,264,32,88,-1,-1,-1,-1
104,19,410,202,42,81,-1,-1,-1,-1
105,9,415,180,31,75,-1,-1,-1,-1
105,15,382,267,32,88,-1,-1,-1,-1
105,19,409,205,42,81,-1,-1,-1,-1
106,9,419,181,31,75,-1,-1,-1,-1
106,15,376,265,32,88,-1,-1,-1,-1
106,19,412,202,42,81,-1,-1,-1,-1
107,9,419,181,31,75,-1,-1,-1,-1
107,15,377,264,32,88,-1,-1,-1,-1
107,19,415,202,42,81,-1,-1,-1,-1
108,9,419,183,31,75,-1,-1,-1,-1
108,15,377,265,32,88,-1,-1,-1,-1
108,19,413,200,42,81,-1,-1,-1,-1
109,9,421,180,31,75,-1,-1,-1,-1
109,15,377,264,32,88,-1,-1,-1,-1
109,19,395,207,42,81,-1,-1,-1,-1
110,9,422,180,31,75,-1,-1,-1,-1
110,15,377,265,32,88,-1,-1,-1,-1
110,19,412,202,42,81,-1,-1,-1,-1
111,9,422,183,31,75,-1,-1,-1,-1
111,15,376,264,32,88,-1,-1,-1,-1
111,19,412,204,42,81,-1,-1,-1,-1
112,9,422,181,31,75,-1,-1,-1,-1
112,15,378,265,32,88,-1,-1,-1,-1
112,19,412,202,42,81,-1,-1,-1,-1
113,9,422,182,31,75,-1,-1,-1,-1
113,15,376,264,32,88,-1,-1,-1,-1
113,19,409,205,42,81,-1,-1,-1,-1
114,9,419,182,31,75,-1,-1,-1,-1
114,15,378,265,32,88,-1,-1,-1,-1
114,19,409,202,42,81,-1,-1,-1,-1
115,9,419,182,31,75,-1,-1,-1,-1
115,15,378,264,32,88,-1,-1,-1,-1
115,19,409,202,42,81,-1,-1,-1,-1
116,9,419,182,31,75,-1,-1,-1,-1
116,15,378,265,32,88,-1,-1,-1,-1
116,19,409,202,42,81,-1,-1,-1,-1
117,9,422,181,31,75,-1,-1,-1,-1
117,15,378,264,32,88,-1,-1,-1,-1
117,19,409,202,42,81,-1,-1,-1,-1
118,9,421,181,31,75,-1,-1,-1,-1
118,15,378,265,32,88,-1,-1,-1,-1
118,19,409,202,42,81,-1,-1,-1,-1
119,9,420,181,31,75,-1,-1,-1,-1
119,15,377,264,32,88,-1,-1,-1,-1
119,19,408,201,42,81,-1,-1,-1,-1
120,9,420,181,31,75,-1,-1,-1,-1
120,15,379,265,32,88,-1,-1,-1,-1
120,19,409,202,42,81,-1,-1,-1,-1
121,9,421,181,31,75,-1,-1,-1,-1
121,15,377,264,32,88,-1,-1,-1,-1
121,19,409,202,42,81,-1,-1,-1,-1
122,9,421,181,31,75,-1,-1,-1,-1
122,15,377,265,32,88,-1,-1,-1,-1
122,19,410,202,42,81,-1,-1,-1,-1
123,9,420,181,31,75,-1,-1,-1,-1
123,15,377,265,32,88,-1,-1,-1,-1
123,19,410,201,42,81,-1,-1,-1,-1
124,9,420,182,31,75,-1,-1,-1,-1
124,15,377,265,32,88,-1,-1,-1,-1
124,19,409,201,42,81,-1,-1,-1,-1
125,9,419,183,31,75,-1,-1,-1,-1
125,15,378,264,32,88,-1,-1,-1,-1
125,19,409,202,42,81,-1,-1,-1,-1
126,9,420,182,31,75,-1,-1,-1,-1
126,15,376,264,32,88,-1,-1,-1,-1
126,19,409,202,42,81,-1,-1,-1,-1
127,9,420,183,31,75,-1,-1,-1,-1
127,15,377,264,32,88,-1,-1,-1,-1
127,19,410,203,42,81,-1,-1,-1,-1
128,9,422,181,31,75,-1,-1,-1,-1
128,15,378,265,32,88,-1,-1,-1,-1
128,19,409,202,42,81,-1,-1,-1,-1
129,9,419,181,31,75,-1,-1,-1,-1
129,15,377,265,32,88,-1,-1,-1,-1
129,19,409,200,42,81,-1,-1,-1,-1
130,9,419,181,31,75,-1,-1,-1,-1
130,15,378,264,32,88,-1,-1,-1,-1
130,19,410,201,42,81,-1,-1,-1,-1
131,9,420,182,31,75,-1,-1,-1,-1
131,15,377,265,32,88,-1,-1,-1,-1
131,19,410,203,42,81,-1,-1,-1,-1
132,9,420,181,31,75,-1,-1,-1,-1
132,15,377,265,32,88,-1,-1,-1,-1
132,19,407,205,42,81,-1,-1,-1,-1
133,9,420,182,31,75,-1,-1,-1,-1
133,15,379,265,32,88,-1,-1,-1,-1
133,19,409,202,42,81,-1,-1,-1,-1
134,9,420,181,31,75,-1,-1,-1,-1
134,15,377,265,32,88,-1,-1,-1,-1
134,19,409,202,42,81,-1,-1,-1,-1
135,9,420,181,31,75,-1,-1,-1,-1
135,15,378,265,32,88,-1,-1,-1,-1
135,19,409,202,42,81,-1,-1,-1,-1
136,9,420,181,31,75,-1,-1,-1,-1
136,15,379,265,32,88,-1,-1,-1,-1
136,19,409,205,42,81,-1,-1,-1,-1
137,9,420,182,31,75,-1,-1,-1,-1
137,15,376,265,32,88,-1,-1,-1,-1
137,19,410,205,42,81,-1,-1,-1,-1
138,9,420,181,31,75,-1,-1,-1,-1
138,15,379,264,32,88,-1,-1,-1,-1
138,19,413,202,42,81,-1,-1,-1,-1
139,9,420,181,31,75,-1,-1,-1,-1
139,15,377,265,32,88,-1,-1,-1,-1
139,19,410,205,42,81,-1,-1,-1,-1
140,9,420,181,31,75,-1,-1,-1,-1
140,15,378,265,32,88,-1,-1,-1,-1
140,19,410,205,42,81,-1,-1,-1,-1
141,9,419,181,31,75,-1,-1,-1,-1
141,15,378,265,32,88,-1,-1,-1,-1
141,19,409,205,42,81,-1,-1,-1,-1
142,9,420,181,31,75,-1,-1,-1,-1
142,15,378,265,32,88,-1,-1,-1,-1
142,19,411,202,42,81,-1,-1,-1,-1
143,9,420,181,31,75,-1,-1,-1,-1
143,15,378,265,32,88,-1,-1,-1,-1
143,19,413,205,42,81,-1,-1,-1,-1
144,9,421,180,31,75,-1,-1,-1,-1
144,15,377,265,32,88,-1,-1,-1,-1
144,19,413,202,42,81,-1,-1,-1,-1
145,9,422,181,31,75,-1,-1,-1,-1
145,15,377,265,32,88,-1,-1,-1,-1
145,19,413,202,42,81,-1,-1,-1,-1
146,9,423,181,31,75,-1,-1,-1,-1
146,15,377,265,32,88,-1,-1,-1,-1
146,19,407,205,42,81,-1,-1,-1,-1
147,9,420,182,31,75,-1,-1,-1,-1
147,15,377,264,32,88,-1,-1,-1,-1
147,19,413,202,42,81,-1,-1,-1,-1
148,9,420,181,31,75,-1,-1,-1,-1
148,15,377,266,32,88,-1,-1,-1,-1
148,19,413,202,42,81,-1,-1,-1,-1
149,9,420,182,31,75,-1,-1,-1,-1
149,15,378,266,32,88,-1,-1,-1,-1
149,19,414,205,42,81,-1,-1,-1,-1
150,9,419,181,31,75,-1,-1,-1,-1
150,15,376,265,32,88,-1,-1,-1,-1
150,19,415,205,42,81,-1,-1,-1,-1
151,9,421,181,31,75,-1,-1,-1,-1
151,15,375,265,32,88,-1,-1,-1,-1
151,19,415,205,42,81,-1,-1,-1,-1
152,9,421,180,31,75,-1,-1,-1,-1
152,15,376,265,32,88,-1,-1,-1,-1
152,19,413,204,42,81,-1,-1,-1,-1
153,9,422,179,31,75,-1,-1,-1,-1
153,15,377,265,32,88,-1,-1,-1,-1
153,19,412,203,42,81,-1,-1,-1,-1
154,9,421,181,31,75,-1,-1,-1,-1
154,15,378,265,32,88,-1,-1,-1,-1
154,19,413,202,42,81,-1,-1,-1,-1
155,9,421,181,31,75,-1,-1,-1,-1
155,15,375,265,32,88,-1,-1,-1,-1
155,19,415,204,42,81,-1,-1,-1,-1
156,9,422,182,31,75,-1,-1,-1,-1
156,15,375,265,32,88,-1,-1,-1,-1
156,19,406,202,42,81,-1,-1,-1,-1
157,9,421,181,31,75,-1,-1,-1,-1
157,15,375,264,32,88,-1,-1,-1,-1
157,19,406,203,42,81,-1,-1,-1,-1
158,9,422,181,31,75,-1,-1,-1,-1
158,15,376,266,32,88,-1,-1,-1,-1
158,19,404,205,42,81,-1,-1,-1,-1
159,9,421,181,31,75,-1,-1,-1,-1
159,15,377,265,32,88,-1,-1,-1,-1
159,19,412,202,42,81,-1,-1,-1,-1
160,9,421,181,31,75,-1,-1,-1,-1
160,15,378,266,32,88,-1,-1,-1,-1
160,19,413,202,42,81,-1,-1,-1,-1
161,9,422,181,31,75,-1,-1,-1,-1
161,15,378,265,32,88,-1,-1,-1,-1
161,19,413,202,42,81,-1,-1,-1,-1
162,9,422,180,31,75,-1,-1,-1,-1
162,15,378,265,32,88,-1,-1,-1,-1
162,19,418,202,42,81,-1,-1,-1,-1
163,9,422,180,31,75,-1,-1,-1,-1
163,15,377,266,32,88,-1,-1,-1,-1
163,19,413,202,42,81,-1,-1,-1,-1
164,9,423,182,31,75,-1,-1,-1,-1
164,15,377,266,32,88,-1,-1,-1,-1
164,19,410,202,42,81,-1,-1,-1,-1
165,9,422,181,31,75,-1,-1,-1,-1
165,15,377,266,32,88,-1,-1,-1,-1
165,19,413,202,42,81,-1,-1,-1,-1
166,9,421,183,31,75,-1,-1,-1,-1
166,15,377,266,32,88,-1,-1,-1,-1
166,19,409,202,42,81,-1,-1,-1,-1
167,9,421,181,31,75,-1,-1,-1,-1
167,15,377,266,32,88,-1,-1,-1,-1
167,19,411,202,42,81,-1,-1,-1,-1
168,9,421,181,31,75,-1,-1,-1,-1
168,15,378,266,32,88,-1,-1,-1,-1
168,19,413,201,42,81,-1,-1,-1,-1
169,9,421,181,31,75,-1,-1,-1,-1
169,15,378,266,32,88,-1,-1,-1,-1
169,19,413,202,42,81,-1,-1,-1,-1
170,9,419,183,31,75,-1,-1,-1,-1
170,15,378,266,32,88,-1,-1,-1,-1
170,19,411,202,42,81,-1,-1,-1,-1
171,9,419,183,31,75,-1,-1,-1,-1
171,15,378,266,32,88,-1,-1,-1,-1
171,19,413,202,42,81,-1,-1,-1,-1
172,9,419,181,31,75,-1,-1,-1,-1
172,15,378,266,32,88,-1,-1,-1,-1
172,19,413,202,42,81,-1,-1,-1,-1
173,9,419,181,31,75,-1,-1,-1,-1
173,15,377,266,32,88,-1,-1,-1,-1
173,19,411,202,42,81,-1,-1,-1,-1
174,9,422,181,31,75,-1,-1,-1,-1
174,15,378,266,32,88,-1,-1,-1,-1
174,19,411,202,42,81,-1,-1,-1,-1
175,9,419,181,31,75,-1,-1,-1,-1
175,15,376,266,32,88,-1,-1,-1,-1
175,19,412,202,42,81,-1,-1,-1,-1
176,9,421,181,31,75,-1,-1,-1,-1
176,15,374,264,32,88,-1,-1,-1,-1
176,19,413,202,42,81,-1,-1,-1,-1
177,9,418,181,31,75,-1,-1,-1,-1
177,15,372,265,32,88,-1,-1,-1,-1
177,19,409,202,42,81,-1,-1,-1,-1
178,9,419,181,31,75,-1,-1,-1,-1
178,15,366,263,32,88,-1,-1,-1,-1
178,19,411,202,42,81,-1,-1,-1,-1
179,9,419,183,31,75,-1,-1,-1,-1
179,15,365,263,32,88,-1,-1,-1,-1
179,19,411,202,42,81,-1,-1,-1,-1
180,9,421,181,31,75,-1,-1,-1,-1
180,15,380,271,32,88,-1,-1,-1,-1
180,19,411,202,42,81,-1,-1,-1,-1
181,9,419,183,31,75,-1,-1,-1,-1
181,15,398,277,32,88,-1,-1,-1,-1
181,19,413,202,42,81,-1,-1,-1,-1
182,9,420,181,31,75,-1,-1,-1,-1
182,15,395,275,32,88,-1,-1,-1,-1
182,19,411,202,42,81,-1,-1,-1,-1
183,9,419,183,31,75,-1,-1,-1,-1
183,15,381,268,32,88,-1,-1,-1,-1
183,19,411,202,42,81,-1,-1,-1,-1
184,9,419,183,31,75,-1,-1,-1,-1
184,15,394,277,32,88,-1,-1,-1,-1
184,19,413,202,42,81,-1,-1,-1,-1
185,9,419,183,31,75,-1,-1,-1,-1
185,15,376,264,32,88,-1,-1,-1,-1
185,19,413,202,42,81,-1,-1,-1,-1
186,9,419,183,31,75,-1,-1,-1,-1
186,15,394,277,32,88,-1,-1,-1,-1
186,19,413,202,42,81,-1,-1,-1,-1
187,9,419,183,31,75,-1,-1,-1,-1
187,15,393,277,32,88,-1,-1,-1,-1
187,19,413,202,42,81,-1,-1,-1,-1
188,9,419,183,31,75,-1,-1,-1,-1
188,15,393,277,32,88,-1,-1,-1,-1
188,19,413,202,42,81,-1,-1,-1,-1
189,9,419,183,31,75,-1,-1,-1,-1
189,15,393,277,32,88,-1,-1,-1,-1
189,19,411,202,42,81,-1,-1,-1,-1
190,9,419,183,31,75,-1,-1,-1,-1
190,15,393,277,32,88,-1,-1,-1,-1
190,19,413,202,42,81,-1,-1,-1,-1
191,9,419,183,31,75,-1,-1,-1,-1
191,15,393,277,32,88,-1,-1,-1,-1
191,19,413,202,42,81,-1,-1,-1,-1
192,9,419,183,31,75,-1,-1,-1,-1
192,15,393,277,32,88,-1,-1,-1,-1
192,19,413,202,42,81,-1,-1,-1,-1
193,9,419,183,31,75,-1,-1,-1,-1
193,15,393,277,32,88,-1,-1,-1,-1
193,19,413,201,42,81,-1,-1,-1,-1
194,9,419,183,31,75,-1,-1,-1,-1
194,15,393,277,32,88,-1,-1,-1,-1
194,19,413,202,42,81,-1,-1,-1,-1
195,9,419,183,31,75,-1,-1,-1,-1
